Group,KCl,Time
Syt-7,56,9.5
Syt-7,56,9.5
Syt-7,56,9.5
Syt-7,56,9.5
Syt-7,56,9.666667
Syt-7,56,9.666667
Syt-7,56,9.666667
Syt-7,56,9.833333
Syt-7,56,9.833333
Syt-7,56,9.833333
Syt-7,56,10
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.16667
Syt-7,56,10.33333
Syt-7,56,10.33333
Syt-7,56,10.33333
Syt-7,56,10.33333
Syt-7,56,10.33333
Syt-7,56,10.33333
Syt-7,56,10.33333
Syt-7,56,10.5
Syt-7,56,10.5
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.66667
Syt-7,56,10.83333
Syt-7,56,10.83333
Syt-7,56,10.83333
Syt-7,56,10.83333
Syt-7,56,10.83333
Syt-7,56,11
Syt-7,56,11
Syt-7,56,11.16667
Syt-7,56,11.16667
Syt-7,56,11.16667
Syt-7,56,11.16667
Syt-7,56,11.16667
Syt-7,56,11.16667
Syt-7,56,11.33333
Syt-7,56,11.33333
Syt-7,56,11.33333
Syt-7,56,11.33333
Syt-7,56,11.5
Syt-7,56,11.5
Syt-7,56,11.5
Syt-7,56,11.5
Syt-7,56,11.5
Syt-7,56,11.5
Syt-7,56,11.5
Syt-7,56,11.66667
Syt-7,56,11.66667
Syt-7,56,11.66667
Syt-7,56,11.66667
Syt-7,56,11.83333
Syt-7,56,11.83333
Syt-7,56,11.83333
Syt-7,56,11.83333
Syt-7,56,12
Syt-7,56,12
Syt-7,56,12
Syt-7,56,12
Syt-7,56,12.16667
Syt-7,56,12.16667
Syt-7,56,12.16667
Syt-7,56,12.16667
Syt-7,56,12.16667
Syt-7,56,12.33333
Syt-7,56,12.33333
Syt-7,56,12.33333
Syt-7,56,12.5
Syt-7,56,12.5
Syt-7,56,12.5
Syt-7,56,12.5
Syt-7,56,12.5
Syt-7,56,12.5
Syt-7,56,12.66667
Syt-7,56,12.66667
Syt-7,56,12.66667
Syt-7,56,12.66667
Syt-7,56,12.83333
Syt-7,56,12.83333
Syt-7,56,12.83333
Syt-7,56,13
Syt-7,56,13
Syt-7,56,13
Syt-7,56,13
Syt-7,56,13
Syt-7,56,13
Syt-7,56,13
Syt-7,56,13.16667
Syt-7,56,13.16667
Syt-7,56,13.16667
Syt-7,56,13.16667
Syt-7,56,13.16667
Syt-7,56,13.16667
Syt-7,56,13.33333
Syt-7,56,13.33333
Syt-7,56,13.33333
Syt-7,56,13.5
Syt-7,56,13.5
Syt-7,56,13.5
Syt-7,56,13.5
Syt-7,56,13.5
Syt-7,56,13.66667
Syt-7,56,13.66667
Syt-7,56,13.66667
Syt-7,56,13.66667
Syt-7,56,13.66667
Syt-7,56,13.83333
Syt-7,56,13.83333
Syt-7,56,14
Syt-7,56,14.16667
Syt-7,56,14.16667
Syt-7,56,14.16667
Syt-7,56,14.16667
Syt-7,56,14.16667
Syt-7,56,14.16667
Syt-7,56,14.33333
Syt-7,56,14.5
Syt-7,56,14.66667
Syt-7,56,14.66667
Syt-7,56,14.66667
Syt-7,56,14.83333
Syt-7,56,14.83333
Syt-7,56,14.83333
Syt-7,56,14.83333
Syt-7,56,14.83333
Syt-7,56,15.33333
Syt-7,56,15.33333
Syt-7,56,15.66667
Syt-7,56,15.83333
Syt-7,56,16.16667
Syt-7,56,16.16667
Syt-7,56,16.33333
Syt-7,56,16.33333
Syt-7,56,16.33333
Syt-7,56,16.33333
Syt-7,56,16.5
Syt-7,56,16.5
Syt-7,56,16.5
Syt-7,56,16.83333
Syt-7,56,16.83333
Syt-7,56,17
Syt-7,56,17
Syt-7,56,17
Syt-7,56,17
Syt-7,56,17.33333
Syt-7,56,17.66667
Syt-7,56,18
Syt-7,56,18
Syt-7,56,18.16667
Syt-7,56,18.16667
Syt-7,56,18.66667
Syt-7,56,18.66667
Syt-7,56,18.66667
Syt-7,56,19.66667
Syt-7,56,19.83333
Syt-7,56,19.83333
Syt-7,56,20.66667
Syt-7,56,20.83333
Syt-7,56,21.33333
Syt-7,56,22.66667
Syt-7,56,23.16667
Syt-7,56,23.16667
Syt-7,56,26.5
